"method","loc","cyclo","calls","nbd","param"
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.getId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.getOriginType()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.feedschedule.FeedSchedule.getStatus()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.getActivityId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.getCode()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.getContent()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.getId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.getIdentifier()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.getPartBlock()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMedia.getTaskId()",2,1,0,0,0
"me.umov.syncmedia.infrastructure.feedschedule.FeedScheduleDao.fieldsToFeedQuantity(@Param("clientId") long clientId, @Param("activityId") long activityId)",1,1,0,0,2
"me.umov.syncmedia.infrastructure.agent.AgentDao.validateAgentToken(@Param("token") String token)",1,1,0,0,1
"me.umov.syncmedia.infrastructure.activityhistorymedia.masterdb.MasterDbActivityHistoryMediaDao.getNextActivityHistoryMediaId()",1,1,0,0,0
"me.umov.syncmedia.infrastructure.activityhistorymedia.ActivityHistoryMediaConverter.convertFrom(Long id, byte[] mediaContent, MediaMetadata metadata, MediaOwner owner)",0,1,0,0,4
"me.umov.syncmedia.domain.media.MediaRepository.save(byte[] content, MediaMetadata metadata, MediaOwner owner)",0,1,0,0,3
"me.umov.syncmedia.infrastructure.activityhistory.ActivityHistoryDao.findByTaskIdAndActivityIdAndIdentifier(long taskId, long activityId, String identifier)",0,1,0,0,3
"me.umov.syncmedia.infrastructure.temporarymedia.TemporaryMediaDao.findByCodeAndTaskIdAndActivityIdOrderById(long code, long taskId, long activityId)",0,1,0,0,3
