"type","dep","i-dep","fan-in","fan-out"
"br.com.trevisantecnologia.centerweb.api.controller.ApiCustomFieldControllerTest",36,16,0,17
"br.com.trevisantecnologia.centerweb.service.OldDashboardServiceTest",39,16,0,19
"br.com.trevisantecnologia.centerweb.model.AccessRole",26,0,31,6
"br.com.trevisantecnologia.centerweb.controller.ScheduleTypeController",26,14,0,17
"br.com.trevisantecnologia.centerweb.business.WeeklyWorkdayValidatorTest",15,5,0,5
"br.com.trevisantecnologia.centerweb.controller.MathExpressionControllerTest",33,12,0,15
"br.com.trevisantecnologia.centerweb.controller.ActivityTypeController",28,10,2,12
"br.com.trevisantecnologia.centerweb.serialization.ApiTeamViewConverterTest",25,14,0,15
"br.com.trevisantecnologia.centerweb.interceptor.BrowserInterceptorTest",17,4,0,7
"br.com.trevisantecnologia.centerweb.service.SectionItemService",15,9,2,14
"br.com.trevisantecnologia.centerweb.business.CustomFieldValidator",21,9,3,14
"br.com.trevisantecnologia.centerweb.controller.CustomFieldController",39,10,0,12
"br.com.trevisantecnologia.centerweb.service.ConnectorService",14,3,10,5
"br.com.trevisantecnologia.centerweb.controller.MathExpressionController",27,11,0,15
"br.com.trevisantecnologia.centerweb.model.ExportLayoutField",22,0,18,3
"br.com.trevisantecnologia.centerweb.util.ImportEntityTest",60,24,0,26
"br.com.trevisantecnologia.centerweb.model.FieldCustomSetting",13,1,10,2
"br.com.trevisantecnologia.centerweb.service.AppearanceServiceTest",30,9,0,9
"br.com.trevisantecnologia.centerweb.service.ActivityHistoryItemService",18,6,6,10
"br.com.trevisantecnologia.centerweb.service.ScheduleConfigFieldsServiceTest",31,12,0,13
"br.com.trevisantecnologia.centerweb.dao.AgentTeamDaoTest",20,7,0,9
"br.com.trevisantecnologia.centerweb.model.GpsPolicy",13,1,9,2
"br.com.trevisantecnologia.centerweb.serialization.ApiCustomFieldValuesConverterTest",19,7,0,9
"br.com.trevisantecnologia.centerweb.model.Grouper",21,2,8,6
"br.com.trevisantecnologia.centerweb.controller.EventController",22,10,2,11
"br.com.trevisantecnologia.centerweb.model.WeeklyWorkday",26,0,11,1
"br.com.trevisantecnologia.centerweb.service.DataSetService",21,11,7,12
"br.com.trevisantecnologia.centerweb.api.model.ScheduleRouting",11,4,9,6
"br.com.trevisantecnologia.centerweb.structuralDataSet.AbstractStructuralDataSetDao",18,9,4,16
"br.com.trevisantecnologia.centerweb.service.ScheduleGroupingSettingsOnMobileServiceTest",26,7,0,8
"br.com.trevisantecnologia.centerweb.service.ActivityImportService",14,7,1,8
"br.com.trevisantecnologia.centerweb.dao.CustomEntityEntryValuesDaoTest",25,7,0,9
"br.com.trevisantecnologia.centerweb.service.ScheduleImporterServiceTest",34,10,0,12
"br.com.trevisantecnologia.centerweb.helper.FieldCustomSettingViewHelperTest",18,5,0,6
"br.com.trevisantecnologia.centerweb.model.ImportLayoutField",24,0,16,3
"br.com.trevisantecnologia.centerweb.dao.impl.SectionItemHibernateDaoImplTest",22,8,0,11
"br.com.trevisantecnologia.centerweb.controller.ScheduleItemControllerTest",36,16,0,17
"br.com.trevisantecnologia.centerweb.model.PlatformEvent",14,0,9,2
"br.com.trevisantecnologia.centerweb.business.TeamValidatorTest",18,7,0,7
"br.com.trevisantecnologia.centerweb.controller.LogicalExpressionController",22,5,0,10
"br.com.trevisantecnologia.centerweb.types.UmovRolesTypeTest",16,1,0,1
"br.com.trevisantecnologia.centerweb.service.WorkspaceService",17,10,8,12
"br.com.trevisantecnologia.centerweb.model.WeekdaysActivity",10,0,1,3
"br.com.trevisantecnologia.centerweb.controller.AccessRoleController",21,9,0,14
"br.com.trevisantecnologia.centerweb.dao.impl.ActivityHistoryHibernateDaoImpl",17,3,0,8
"br.com.trevisantecnologia.centerweb.model.GraphicFilter",18,1,18,4
"br.com.trevisantecnologia.centerweb.service.TeamService",17,12,24,14
"br.com.trevisantecnologia.centerweb.model.WeekdaysServiceLocalActivity",10,0,2,3
"br.com.trevisantecnologia.centerweb.model.WeekdaysItinerary",10,0,8,3
"br.com.trevisantecnologia.centerweb.service.CustomEntityEntryValuesServiceTest",26,9,0,10
"br.com.trevisantecnologia.centerweb.service.activity.section.SectionService",17,12,30,15
"br.com.trevisantecnologia.centerweb.interceptor.CustomAppearanceInterceptorTest",23,9,0,13
"br.com.trevisantecnologia.centerweb.controller.ActivityExecutionControllerTest",58,30,0,30
"br.com.trevisantecnologia.centerweb.service.GraphicGroupService",26,5,2,7
"br.com.trevisantecnologia.centerweb.controller.TourController",17,12,2,14
"br.com.trevisantecnologia.centerweb.util.SoyDataBuilderTest",19,2,0,4
"br.com.trevisantecnologia.centerweb.controller.ExporterControllerTest",39,12,0,14
"br.com.trevisantecnologia.centerweb.model.AditionalInfoItem",21,0,9,1
"br.com.trevisantecnologia.centerweb.dao.structuralDaset.StructuralDataSetSqlInformation",9,3,23,9
"br.com.trevisantecnologia.centerweb.service.GeocoderServiceTest",29,10,0,10
"br.com.trevisantecnologia.centerweb.api.ApiQueryStringData",28,8,15,20
"br.com.trevisantecnologia.centerweb.business.WorkspaceValidatorTest",11,4,0,4
"br.com.trevisantecnologia.centerweb.service.AbstractConfigFieldsService",18,12,12,19
"br.com.trevisantecnologia.centerweb.model.SubGroup",29,0,23,3
"br.com.trevisantecnologia.centerweb.factory.ImportLayoutFactory",26,11,6,14
"br.com.trevisantecnologia.centerweb.service.ServiceLocalActivityServiceTest",37,14,0,15
"br.com.trevisantecnologia.centerweb.model.IdiomEntry",15,0,9,1
"br.com.trevisantecnologia.centerweb.controller.ActivityTypeControllerTest",34,11,0,12
"br.com.trevisantecnologia.centerweb.controller.MediaPublicControllerTest",23,6,0,6
"br.com.trevisantecnologia.centerweb.controller.TeamController",35,12,0,14
"br.com.trevisantecnologia.centerweb.model.ActivityHistoryItemView",5,0,6,0
"br.com.trevisantecnologia.centerweb.service.GraphicService",19,8,6,10
"br.com.trevisantecnologia.centerweb.api.controller.ApiCustomEntityEntryController",18,8,0,10
"br.com.trevisantecnologia.centerweb.controller.DashboardController",36,13,0,17
"br.com.trevisantecnologia.centerweb.fixture.DefaultSystemSettingsFixture",5,1,24,3
"br.com.trevisantecnologia.centerweb.api.controller.ApiTokenControllerTest",25,11,0,14
"br.com.trevisantecnologia.centerweb.serialization.InputContextConverterTest",21,11,0,12
"br.com.trevisantecnologia.centerweb.model.CustomEntityEntry",27,2,43,6
"br.com.trevisantecnologia.centerweb.controller.StyleGuideController",20,3,0,4
"br.com.trevisantecnologia.centerweb.serialization.HelperConverter",11,1,0,4
"br.com.trevisantecnologia.centerweb.api.service.ApiServiceLocalRoutingService",20,8,1,9
"br.com.trevisantecnologia.centerweb.service.MathExpressionServiceTest",23,6,0,6
"br.com.trevisantecnologia.centerweb.api.model.APIResult",5,0,16,4
"br.com.trevisantecnologia.centerweb.business.schedule.ScheduleValidatorTest",17,5,0,7
"br.com.trevisantecnologia.centerweb.controller.ItineraryControllerTest",36,16,0,16
"br.com.trevisantecnologia.centerweb.dao.TeamDaoTest",26,8,0,9
"br.com.trevisantecnologia.centerweb.service.AgentTeamService",15,9,12,11
"br.com.trevisantecnologia.centerweb.service.ScheduleItemService",20,13,7,18
"br.com.trevisantecnologia.centerweb.service.ExportLayoutFieldServiceTest",36,12,0,14
"br.com.trevisantecnologia.centerweb.structuralDataSet.AbstractStructuralDataSetDaoTest",43,19,0,20
"br.com.trevisantecnologia.centerweb.controller.SchedulePublicControllerTest",28,11,0,13
"br.com.trevisantecnologia.centerweb.dao.impl.LogicalExpressionHibernateDaoImpl",14,6,0,12
"br.com.trevisantecnologia.centerweb.dao.structuralDaset.StructuralDataSetSqlInformationTest",12,5,0,9
"br.com.trevisantecnologia.centerweb.controller.ScheduleItemController",27,12,0,16
"br.com.trevisantecnologia.centerweb.controller.ImporterControllerTest",36,9,0,11
"br.com.trevisantecnologia.centerweb.model.PasswordPolicy",18,0,11,2
"br.com.trevisantecnologia.centerweb.dao.impl.ItemHibernateDaoImpl",25,7,0,12
"br.com.trevisantecnologia.centerweb.api.model.ServiceLocalRouting",9,2,4,4
"br.com.trevisantecnologia.centerweb.controller.RouterPopupController",24,16,0,20
"br.com.trevisantecnologia.centerweb.controller.FieldCustomSettingController",34,19,1,21
"br.com.trevisantecnologia.centerweb.service.CustomEntityEntryServiceTest",29,9,0,11
"br.com.trevisantecnologia.centerweb.chart.JFreeChartAdapterImplTest",21,6,0,7
"br.com.trevisantecnologia.centerweb.model.ActivityHistoryItem",8,0,29,2
"br.com.trevisantecnologia.centerweb.fixture.ModelFixture",18,4,24,6
"br.com.trevisantecnologia.centerweb.model.Auditing",21,0,7,1
"br.com.trevisantecnologia.centerweb.model.CustomFieldFilter",26,1,15,5
"br.com.trevisantecnologia.centerweb.model.ImportLayout",27,0,22,2
"br.com.trevisantecnologia.centerweb.types.FieldEntityTypeTest",27,9,0,10
"br.com.trevisantecnologia.centerweb.io.FileSystemManagerTest",20,1,0,8
"br.com.trevisantecnologia.centerweb.service.ScheduleItemServiceTest",28,12,0,14
"br.com.trevisantecnologia.centerweb.controller.AppearanceControllerTest",26,9,0,13
"br.com.trevisantecnologia.centerweb.service.ImporterService",21,8,3,12
"br.com.trevisantecnologia.centerweb.service.AuditEntityServiceTest",24,4,0,7
"br.com.trevisantecnologia.centerweb.util.JpegReader",26,0,2,4
"br.com.trevisantecnologia.centerweb.factory.ActivityExportLayout",15,8,7,11
"br.com.trevisantecnologia.centerweb.service.SmsRequestService",24,15,1,20
"br.com.trevisantecnologia.centerweb.dao.impl.ActivityHibernateDaoImpl",19,6,0,12
"br.com.trevisantecnologia.centerweb.api.controller.ApiTeamController",19,10,0,12
"br.com.trevisantecnologia.centerweb.fixture.ActivityHistoryFixture",17,8,14,9
"br.com.trevisantecnologia.centerweb.dao.impl.CustomFieldValueHibernateDaoImpl",21,5,2,10
"br.com.trevisantecnologia.centerweb.validation.CustomBeanValidatorTest",16,3,0,3
"br.com.trevisantecnologia.centerweb.fixture.ExportLayoutFixture",10,3,17,4
"br.com.trevisantecnologia.centerweb.dao.impl.MathExpressionHibernateDaoImpl",13,5,0,9
"br.com.trevisantecnologia.centerweb.controller.ServiceLocalItemControllerTest",19,2,0,3
"br.com.trevisantecnologia.centerweb.controller.ImportLayoutController",24,8,0,13
"br.com.trevisantecnologia.centerweb.controller.ScheduleConfigFieldsController",32,11,0,13
"br.com.trevisantecnologia.centerweb.fixture.ActivityHistoryItemFixture",9,5,12,6
"br.com.trevisantecnologia.centerweb.model.dashboard.Dashboard",23,2,9,3
"br.com.trevisantecnologia.centerweb.controller.MessageController",19,9,0,13
"br.com.trevisantecnologia.centerweb.controller.widget.EntriesSummaryWidgetControllerTest",21,11,0,12
"br.com.trevisantecnologia.centerweb.dao.impl.SectionItemHibernateDaoImpl",16,4,0,7
"br.com.trevisantecnologia.centerweb.service.TrackingService",14,7,1,13
"br.com.trevisantecnologia.centerweb.api.controller.ApiEntityBuilder",7,3,1,7
"br.com.trevisantecnologia.centerweb.model.ScheduleSituationHistory",22,0,10,1
"br.com.trevisantecnologia.centerweb.dao.impl.ServiceLocalItemHibernateDaoImplTest",16,5,0,7
"br.com.trevisantecnologia.centerweb.controller.ImporterController",33,8,1,11
"br.com.trevisantecnologia.centerweb.controller.ServiceLocalTeamControllerTest",20,10,0,11
"br.com.trevisantecnologia.centerweb.service.SectionSubGroupService",15,11,6,14
"br.com.trevisantecnologia.centerweb.service.TaskMailService",15,8,4,12
"br.com.trevisantecnologia.centerweb.controller.SectionItemControllerTest",22,13,0,14
"br.com.trevisantecnologia.centerweb.controller.ContactUsController",23,10,0,14
"br.com.trevisantecnologia.centerweb.fixture.GraphicFixture",19,7,17,8
"br.com.trevisantecnologia.centerweb.controller.PeopleManagementController",20,8,0,10
"br.com.trevisantecnologia.centerweb.service.structural.MixStructureServiceTest",26,7,0,7
"br.com.trevisantecnologia.centerweb.dao.impl.ScheduleItemHibernateDaoImpl",18,4,0,7
"br.com.trevisantecnologia.centerweb.service.SubGroupService",15,10,14,13
